EmployeeID,Date,TimeIn,TimeOut,HoursWorked
7,03/20/2024,08:00,17:00,8.00
8,03/20/2024,08:00,17:00,8.00
9,03/20/2024,08:00,17:00,8.00
10,03/20/2024,08:00,17:00,8.00
11,03/20/2024,08:00,17:00,8.00
12,03/20/2024,08:00,17:00,8.00
13,03/20/2024,08:00,17:00,8.00
14,03/20/2024,08:00,17:00,8.00
15,03/20/2024,00:00,00:00,0.00
16,03/20/2024,08:00,18:40,9.67
17,03/20/2024,08:00,17:00,8.00
18,03/20/2024,08:00,08:00,0.00
19,03/20/2024,08:00,17:00,8.00
20,03/20/2024,08:00,17:00,8.00
21,03/20/2024,08:00,17:00,8.00
22,03/20/2024,08:00,17:00,8.00
23,03/20/2024,08:00,17:00,8.00
24,03/20/2024,08:00,17:00,8.00
25,03/20/2024,00:00,00:00,0.00
26,03/20/2024,00:00,00:00,0.00
27,03/20/2024,08:00,18:38,9.63
28,03/20/2024,08:00,17:00,8.00
1,03/21/2024,00:00,00:00,0.00
2,03/21/2024,08:00,17:00,8.00
3,03/21/2024,08:00,17:00,8.00
4,03/21/2024,08:00,17:00,8.00
5,03/21/2024,00:00,00:00,0.00
6,03/21/2024,08:00,17:21,8.35
7,03/21/2024,08:00,08:00,0.00
8,03/21/2024,08:00,18:35,9.58
9,03/21/2024,08:00,17:00,8.00
10,03/21/2024,00:00,00:00,0.00
11,03/21/2024,08:00,17:00,8.00
12,03/21/2024,08:00,17:00,8.00
13,03/21/2024,08:00,17:00,8.00
14,03/21/2024,08:00,08:00,0.00
15,03/21/2024,08:00,17:00,8.00
16,03/21/2024,08:00,17:00,8.00
17,03/21/2024,08:00,17:14,8.23
18,03/21/2024,08:00,17:00,8.00
19,03/21/2024,08:00,18:58,9.97
20,03/21/2024,08:00,17:00,8.00
21,03/21/2024,08:00,18:52,9.87
22,03/21/2024,08:00,17:00,8.00
23,03/21/2024,08:00,17:00,8.00
24,03/21/2024,08:00,17:00,8.00
25,03/21/2024,08:00,17:00,8.00
26,03/21/2024,08:00,08:00,0.00
27,03/21/2024,08:00,17:00,8.00
28,03/21/2024,08:00,08:00,0.00
1,03/22/2024,08:00,17:00,8.00
2,03/22/2024,08:00,17:00,8.00
3,03/22/2024,08:00,17:00,8.00
4,03/22/2024,08:00,17:00,8.00
5,03/22/2024,00:00,00:00,0.00
6,03/22/2024,08:00,17:00,8.00
7,03/22/2024,08:00,17:00,8.00
8,03/22/2024,08:00,17:00,8.00
9,03/22/2024,08:00,17:00,8.00
10,03/22/2024,08:00,17:00,8.00
11,03/22/2024,08:00,17:00,8.00
12,03/22/2024,08:00,17:00,8.00
13,03/22/2024,08:00,17:00,8.00
14,03/22/2024,08:00,17:00,8.00
15,03/22/2024,08:00,08:00,0.00
16,03/22/2024,08:00,17:00,8.00
17,03/22/2024,08:00,17:00,8.00
18,03/22/2024,08:00,17:00,8.00
19,03/22/2024,00:00,00:00,0.00
20,03/22/2024,08:00,17:00,8.00
21,03/22/2024,08:00,18:04,9.07
22,03/22/2024,08:00,17:00,8.00
23,03/22/2024,08:00,17:00,8.00
24,03/22/2024,08:00,17:00,8.00
25,03/22/2024,08:00,17:00,8.00
26,03/22/2024,08:00,17:00,8.00
27,03/22/2024,08:00,17:00,8.00
28,03/22/2024,08:00,08:00,0.00
1,03/23/2024,08:00,17:00,8.00
2,03/23/2024,08:00,17:00,8.00
3,03/23/2024,08:00,17:00,8.00
4,03/23/2024,00:00,00:00,0.00
5,03/23/2024,08:00,17:00,8.00
6,03/23/2024,08:00,17:00,8.00
7,03/23/2024,08:00,17:00,8.00
8,03/23/2024,08:00,17:00,8.00
9,03/23/2024,08:00,17:00,8.00
10,03/23/2024,08:00,17:00,8.00
11,03/23/2024,08:00,17:00,8.00
12,03/23/2024,08:00,17:00,8.00
13,03/23/2024,08:00,17:00,8.00
14,03/23/2024,08:00,17:26,8.43
15,03/23/2024,08:00,17:00,8.00
16,03/23/2024,00:00,00:00,0.00
17,03/23/2024,08:00,17:00,8.00
18,03/23/2024,08:00,17:00,8.00
19,03/23/2024,08:00,08:00,0.00
20,03/23/2024,08:00,17:55,8.92
21,03/23/2024,08:00,17:00,8.00
22,03/23/2024,08:00,17:00,8.00
23,03/23/2024,08:00,17:00,8.00
24,03/23/2024,08:00,17:00,8.00
25,03/23/2024,08:00,17:00,8.00
26,03/23/2024,08:00,17:00,8.00
27,03/23/2024,08:00,08:00,0.00
28,03/23/2024,08:00,08:00,0.00
1,03/24/2024,00:00,00:00,0.00
2,03/24/2024,08:00,17:00,8.00
3,03/24/2024,08:00,08:00,0.00
4,03/24/2024,08:00,18:32,9.53
5,03/24/2024,08:00,17:00,8.00
6,03/24/2024,08:00,08:00,0.00
7,03/24/2024,00:00,00:00,0.00
8,03/24/2024,08:00,17:00,8.00
9,03/24/2024,08:00,17:00,8.00
10,03/24/2024,08:00,08:00,0.00
11,03/24/2024,08:00,17:00,8.00
12,03/24/2024,08:00,17:00,8.00
13,03/24/2024,08:00,17:00,8.00
14,03/24/2024,08:00,17:00,8.00
15,03/24/2024,08:00,17:00,8.00
16,03/24/2024,08:00,17:00,8.00
17,03/24/2024,08:00,17:00,8.00
18,03/24/2024,08:00,17:00,8.00
19,03/24/2024,08:00,08:00,0.00
20,03/24/2024,08:00,17:00,8.00
21,03/24/2024,08:00,17:00,8.00
22,03/24/2024,08:00,17:00,8.00
23,03/24/2024,08:00,17:00,8.00
24,03/24/2024,08:00,17:00,8.00
25,03/24/2024,08:00,17:00,8.00
26,03/24/2024,08:00,18:02,9.03
27,03/24/2024,08:00,17:00,8.00
28,03/24/2024,08:00,17:00,8.00
1,03/25/2024,08:00,17:00,8.00
2,03/25/2024,08:00,17:00,8.00
3,03/25/2024,08:00,18:19,9.32
4,03/25/2024,08:00,17:00,8.00
5,03/25/2024,08:00,17:00,8.00
6,03/25/2024,08:00,17:00,8.00
7,03/25/2024,08:00,17:00,8.00
8,03/25/2024,08:00,17:00,8.00
9,03/25/2024,00:00,00:00,0.00
10,03/25/2024,08:00,17:00,8.00
11,03/25/2024,08:00,17:00,8.00
12,03/25/2024,08:00,18:03,9.05
13,03/25/2024,08:00,17:00,8.00
14,03/25/2024,00:00,00:00,0.00
15,03/25/2024,08:00,17:00,8.00
16,03/25/2024,08:00,08:00,0.00
17,03/25/2024,08:00,08:00,0.00
18,03/25/2024,08:00,17:00,8.00
19,03/25/2024,08:00,17:00,8.00
20,03/25/2024,08:00,17:11,8.18
21,03/25/2024,08:00,17:00,8.00
22,03/25/2024,08:00,17:00,8.00
23,03/25/2024,08:00,17:00,8.00
24,03/25/2024,08:00,17:00,8.00
25,03/25/2024,08:00,17:00,8.00
26,03/25/2024,08:00,17:00,8.00
27,03/25/2024,08:00,08:00,0.00
28,03/25/2024,08:00,17:00,8.00
1,03/26/2024,08:00,17:00,8.00
2,03/26/2024,08:00,08:00,0.00
3,03/26/2024,08:00,17:00,8.00
4,03/26/2024,08:00,17:00,8.00
5,03/26/2024,08:00,17:00,8.00
6,03/26/2024,08:00,17:00,8.00
7,03/26/2024,08:00,17:00,8.00
8,03/26/2024,08:00,17:00,8.00
9,03/26/2024,08:00,17:00,8.00
10,03/26/2024,08:00,17:00,8.00
11,03/26/2024,08:00,17:00,8.00
12,03/26/2024,08:00,17:00,8.00
13,03/26/2024,08:00,17:00,8.00
14,03/26/2024,08:00,08:00,0.00
15,03/26/2024,08:00,17:00,8.00
16,03/26/2024,08:00,17:00,8.00
17,03/26/2024,00:00,00:00,0.00
18,03/26/2024,08:00,08:00,0.00
19,03/26/2024,08:00,17:50,8.83
20,03/26/2024,08:00,17:00,8.00
21,03/26/2024,08:00,18:07,9.12
22,03/26/2024,08:00,17:00,8.00
23,03/26/2024,00:00,00:00,0.00
24,03/26/2024,08:00,18:11,9.18
25,03/26/2024,08:00,17:00,8.00
26,03/26/2024,08:00,17:00,8.00
27,03/26/2024,08:00,17:00,8.00
28,03/26/2024,08:00,08:00,0.00
1,03/27/2024,00:00,00:00,0.00
2,03/27/2024,08:00,17:00,8.00
3,03/27/2024,08:00,08:00,0.00
4,03/27/2024,08:00,17:00,8.00
5,03/27/2024,08:00,17:00,8.00
6,03/27/2024,08:00,17:00,8.00
7,03/27/2024,08:00,17:00,8.00
8,03/27/2024,08:00,17:00,8.00
9,03/27/2024,08:00,17:00,8.00
10,03/27/2024,00:00,00:00,0.00
11,03/27/2024,08:00,17:00,8.00
12,03/27/2024,08:00,17:00,8.00
13,03/27/2024,08:00,18:02,9.03
14,03/27/2024,08:00,17:00,8.00
15,03/27/2024,08:00,17:00,8.00
16,03/27/2024,08:00,08:00,0.00
17,03/27/2024,08:00,17:00,8.00
18,03/27/2024,08:00,17:00,8.00
19,03/27/2024,08:00,08:00,0.00
20,03/27/2024,08:00,17:00,8.00
21,03/27/2024,08:00,17:00,8.00
22,03/27/2024,08:00,17:00,8.00
23,03/27/2024,08:00,17:00,8.00
24,03/27/2024,08:00,17:00,8.00
25,03/27/2024,08:00,17:00,8.00
26,03/27/2024,08:00,17:00,8.00
27,03/27/2024,08:00,17:00,8.00
28,03/27/2024,08:00,17:00,8.00
1,03/28/2024,08:00,17:00,8.00
2,03/28/2024,08:00,17:00,8.00
3,03/28/2024,08:00,17:00,8.00
4,03/28/2024,08:00,08:00,0.00
5,03/28/2024,08:00,17:00,8.00
6,03/28/2024,08:00,17:00,8.00
7,03/28/2024,08:00,17:00,8.00
8,03/28/2024,00:00,00:00,0.00
9,03/28/2024,08:00,17:00,8.00
10,03/28/2024,08:00,17:00,8.00
11,03/28/2024,08:00,17:00,8.00
12,03/28/2024,08:00,08:00,0.00
13,03/28/2024,08:00,17:00,8.00
14,03/28/2024,08:00,17:00,8.00
15,03/28/2024,08:00,17:00,8.00
16,03/28/2024,08:00,17:00,8.00
17,03/28/2024,08:00,17:00,8.00
18,03/28/2024,08:00,18:10,9.17
19,03/28/2024,08:00,17:00,8.00
20,03/28/2024,08:00,08:00,0.00
21,03/28/2024,08:00,17:35,8.58
22,03/28/2024,08:00,17:00,8.00
23,03/28/2024,08:00,17:00,8.00
24,03/28/2024,08:00,08:00,0.00
25,03/28/2024,08:00,18:57,9.95
26,03/28/2024,08:00,18:49,9.82
27,03/28/2024,08:00,17:00,8.00
28,03/28/2024,08:00,17:00,8.00
1,03/29/2024,08:00,17:00,8.00
2,03/29/2024,00:00,00:00,0.00
3,03/29/2024,08:00,17:00,8.00
4,03/29/2024,08:00,17:25,8.42
5,03/29/2024,08:00,17:24,8.40
6,03/29/2024,08:00,18:45,9.75
7,03/29/2024,08:00,17:00,8.00
8,03/29/2024,08:00,17:00,8.00
9,03/29/2024,08:00,17:00,8.00
10,03/29/2024,00:00,00:00,0.00
11,03/29/2024,08:00,17:00,8.00
12,03/29/2024,08:00,17:00,8.00
13,03/29/2024,08:00,17:22,8.37
14,03/29/2024,08:00,08:00,0.00
15,03/29/2024,08:00,18:44,9.73
16,03/29/2024,08:00,17:00,8.00
17,03/29/2024,00:00,00:00,0.00
18,03/29/2024,08:00,08:00,0.00
19,03/29/2024,08:00,17:25,8.42
20,03/29/2024,08:00,17:00,8.00
21,03/29/2024,00:00,00:00,0.00
22,03/29/2024,00:00,00:00,0.00
23,03/29/2024,08:00,17:00,8.00
24,03/29/2024,08:00,17:59,8.98
25,03/29/2024,08:00,17:00,8.00
26,03/29/2024,08:00,17:00,8.00
27,03/29/2024,08:00,17:00,8.00
28,03/29/2024,08:00,08:00,0.00
1,03/30/2024,08:00,17:00,8.00
2,03/30/2024,08:00,17:00,8.00
3,03/30/2024,08:00,17:00,8.00
4,03/30/2024,08:00,17:00,8.00
5,03/30/2024,08:00,17:00,8.00
6,03/30/2024,08:00,17:00,8.00
7,03/30/2024,08:00,17:00,8.00
8,03/30/2024,08:00,17:00,8.00
9,03/30/2024,08:00,17:00,8.00
10,03/30/2024,08:00,17:00,8.00
11,03/30/2024,08:00,17:00,8.00
12,03/30/2024,08:00,17:00,8.00
13,03/30/2024,00:00,00:00,0.00
14,03/30/2024,08:00,18:04,9.07
15,03/30/2024,08:00,17:00,8.00
16,03/30/2024,08:00,17:00,8.00
17,03/30/2024,08:00,17:00,8.00
18,03/30/2024,08:00,17:00,8.00
19,03/30/2024,08:00,08:00,0.00
20,03/30/2024,08:00,17:00,8.00
21,03/30/2024,00:00,00:00,0.00
22,03/30/2024,08:00,08:00,0.00
23,03/30/2024,00:00,00:00,0.00
24,03/30/2024,08:00,17:00,8.00
25,03/30/2024,08:00,17:00,8.00
26,03/30/2024,08:00,17:00,8.00
27,03/30/2024,08:00,17:00,8.00
28,03/30/2024,00:00,00:00,0.00
1,03/31/2024,00:00,00:00,0.00
2,03/31/2024,08:00,17:00,8.00
3,03/31/2024,08:00,17:00,8.00
4,03/31/2024,08:00,17:00,8.00
5,03/31/2024,08:00,17:00,8.00
6,03/31/2024,08:00,17:00,8.00
7,03/31/2024,00:00,00:00,0.00
8,03/31/2024,08:00,17:00,8.00
9,03/31/2024,08:00,17:00,8.00
10,03/31/2024,08:00,17:00,8.00
11,03/31/2024,08:00,17:00,8.00
12,03/31/2024,08:00,17:00,8.00
13,03/31/2024,08:00,17:00,8.00
14,03/31/2024,00:00,00:00,0.00
15,03/31/2024,08:00,18:22,9.37
16,03/31/2024,08:00,08:00,0.00
17,03/31/2024,00:00,00:00,0.00
18,03/31/2024,08:00,17:00,8.00
19,03/31/2024,08:00,17:00,8.00
20,03/31/2024,08:00,17:00,8.00
21,03/31/2024,08:00,08:00,0.00
22,03/31/2024,08:00,08:00,0.00
23,03/31/2024,08:00,08:00,0.00
24,03/31/2024,08:00,17:00,8.00
25,03/31/2024,08:00,17:00,8.00
26,03/31/2024,08:00,17:00,8.00
27,03/31/2024,08:00,17:00,8.00
28,03/31/2024,08:00,08:00,0.00
